id,Age,Gender,Annual Income,Marital Status,Number of Dependents,Education Level,Occupation,Health Score,Location,Policy Type,Previous Claims,Vehicle Age,Credit Score,Insurance Duration,Policy Start Date,Customer Feedback,Smoking Status,Exercise Frequency,Property Type,Premium Amount
1123,49,Female,18794,Single,2,Bachelor's,Unemployed,42.85696937,Suburban,Comprehensive,,10,346,8,21:39.1,Average,No,Weekly,House,634
1124,55,Female,17086,Divorced,4,Bachelor's,Employed,33.90872839,Rural,Premium,0,14,746,2,21:39.2,Poor,Yes,Weekly,Apartment,1597
1125,33,Male,15647,Single,0,High School,Employed,41.34334758,Urban,Premium,0,15,734,8,21:39.1,Good,Yes,Daily,Condo,381
1126,28,Female,31667,Divorced,3,High School,Unemployed,13.82912911,Urban,Premium,1,7,636,9,21:39.2,Average,Yes,Rarely,House,703
1127,43,Female,131821,Married,3,High School,Self-Employed,29.53497276,Suburban,Comprehensive,1,0,456,2,21:39.2,Poor,Yes,Weekly,Apartment,692
1128,51,Female,26569,Married,1,PhD,Unemployed,27.89285786,Suburban,Basic,0,10,841,2,21:39.1,Good,No,Weekly,Apartment,265
1129,61,Female,14053,Single,0,High School,Unemployed,9.822509199,Urban,Premium,,15,644,7,21:39.3,Good,Yes,Weekly,Apartment,835
1130,59,Female,,Married,2,Bachelor's,,48.84081439,Suburban,Basic,4,12,,3,21:39.3,Good,No,Daily,House,2689
1131,43,Female,83032,Single,1,Master's,Unemployed,22.86977837,Urban,Comprehensive,,8,465,1,21:39.1,Good,No,Weekly,House,1983
1132,,Female,6943,Married,2,Bachelor's,Employed,25.79691579,Rural,Premium,4,5,821,9,21:39.1,Good,Yes,Weekly,Condo,1764
1133,31,Female,15097,Divorced,4,High School,Unemployed,47.44101369,Suburban,Premium,0,16,484,2,21:39.2,Average,No,Weekly,House,769
1134,52,Male,46431,,,Master's,Unemployed,14.71686019,Suburban,Comprehensive,0,8,709,1,21:39.2,Poor,No,Rarely,Condo,2593
1135,35,Female,16685,Single,3,Master's,Employed,16.05909974,Suburban,Basic,1,11,802,7,21:39.1,Average,No,Daily,Apartment,276
1136,31,Male,40981,Married,4,Bachelor's,Unemployed,36.1256338,Urban,Premium,1,14,464,1,21:39.2,Average,Yes,Weekly,House,632
1137,26,Male,3563,,1,High School,Employed,16.39491815,Urban,Basic,3,19,811,2,21:39.1,Average,Yes,Daily,House,37
1138,62,Male,28666,Married,2,PhD,Self-Employed,14.44394102,Suburban,Basic,,19,796,2,21:39.3,,No,Daily,House,483
1139,43,Male,36,Married,1,Bachelor's,Unemployed,19.29286975,Suburban,Premium,2,5,481,6,21:39.1,Good,No,Daily,Apartment,2399
1140,18,Male,39118,Divorced,0,PhD,Employed,26.65385869,Urban,Premium,,12,615,7,21:39.2,Poor,No,Weekly,Condo,1713
1141,28,Male,24897,Divorced,1,Master's,Self-Employed,6.647793163,Urban,Basic,4,19,779,3,21:39.3,Good,No,Daily,Apartment,2731
1142,19,Male,17477,Single,4,High School,,22.93570968,Rural,Premium,1,15,737,4,21:39.1,Poor,Yes,Weekly,Apartment,1472
1143,,Female,11894,Divorced,2,Bachelor's,Employed,4.283950954,Urban,Basic,2,17,,8,21:39.2,Average,No,Monthly,Apartment,834
1144,50,Female,29173,Divorced,,Bachelor's,Employed,32.95529142,Suburban,Premium,0,12,783,5,21:39.2,Average,Yes,Weekly,House,2155
1145,22,Female,21447,Divorced,3,Master's,,25.7242856,Urban,Premium,1,3,693,1,21:39.2,Poor,No,Rarely,Apartment,118
1146,62,Male,8801,Single,3,High School,Employed,32.06768129,Urban,Basic,1,5,,5,21:39.1,Poor,Yes,Daily,Apartment,859
1147,58,Female,14726,Married,0,High School,,15.06371769,Rural,Basic,0,0,522,1,21:39.2,Good,No,Rarely,Apartment,938
1148,32,Male,31110,Single,3,High School,,41.9127626,Rural,Basic,1,13,833,7,21:39.2,Poor,Yes,Monthly,Condo,483
1149,56,Female,24897,Single,,Master's,,,Suburban,Comprehensive,,7,661,4,21:39.3,Poor,Yes,Monthly,House,693
1150,64,Male,13983,Married,,Master's,Unemployed,25.83450269,Suburban,Basic,1,11,688,9,21:39.2,Good,No,Rarely,House,536
1151,38,Female,462,Married,0,Master's,,24.84926225,Urban,Basic,1,9,306,7,21:39.2,Good,No,Daily,Apartment,766
1152,56,Male,28862,Single,,Bachelor's,Self-Employed,48.12069303,Rural,Premium,0,17,442,7,21:39.2,Average,Yes,Rarely,Apartment,1662
1153,46,Female,4866,Single,0,PhD,,19.07838798,Suburban,Comprehensive,,4,363,7,21:39.3,Good,No,Rarely,Condo,1047
1154,,Male,1688,Married,1,PhD,Employed,23.957454,Rural,Comprehensive,0,17,,4,21:39.1,,No,Weekly,Condo,452
1155,23,Male,619,Single,3,High School,,48.92972777,Suburban,Premium,1,16,743,1,21:39.1,Average,Yes,Weekly,Condo,238
1156,63,Female,,Single,2,Bachelor's,Self-Employed,51.98187874,Suburban,Basic,0,3,688,9,21:39.2,Average,No,Weekly,Apartment,714
1157,46,Male,18071,Single,3,PhD,,47.69698328,Rural,Premium,,12,556,3,21:39.3,Good,No,Weekly,Condo,782
1158,64,Female,94794,Married,0,Master's,Employed,33.57299657,Urban,Premium,0,7,579,1,21:39.2,Poor,No,Weekly,Apartment,171
1159,,Female,30444,Divorced,3,Master's,Unemployed,27.25204069,Rural,Basic,2,12,604,1,21:39.2,Good,No,Daily,House,463
1160,38,Male,2445,Divorced,2,PhD,,9.547404163,Suburban,Basic,0,19,418,3,21:39.2,Average,Yes,Daily,Apartment,1082
1161,55,Male,39764,Single,0,High School,Unemployed,10.9228581,Rural,Comprehensive,0,3,714,1,21:39.2,Poor,No,Weekly,Apartment,1770
1162,33,Female,,Married,2,Master's,Self-Employed,11.67176462,Rural,Premium,,15,612,2,21:39.2,Average,No,Rarely,Apartment,146
1163,37,Male,10717,Divorced,4,PhD,,18.51451883,Suburban,Premium,0,5,403,6,21:39.2,Good,Yes,Daily,Condo,812
1164,24,Male,30224,Married,0,Bachelor's,Unemployed,31.1554339,Suburban,Comprehensive,,5,830,6,21:39.2,Poor,Yes,Weekly,Condo,1092
1165,47,Female,4614,Married,,Master's,Employed,12.9821278,Rural,Premium,,0,593,5,21:39.2,,No,Weekly,Condo,2267
1166,21,Female,15304,Married,4,High School,Unemployed,38.64456588,Rural,Comprehensive,0,13,848,7,21:39.2,Poor,No,Rarely,Apartment,919
1167,61,Female,4905,Married,3,Bachelor's,Unemployed,33.53470791,Rural,Premium,0,5,637,9,21:39.2,Good,No,Daily,Condo,1849
1168,29,Female,43933,Married,3,High School,,22.4114103,Rural,Basic,3,8,494,6,21:39.2,Good,No,Weekly,Apartment,675
1169,44,Female,3898,Married,4,Bachelor's,,9.555413643,Urban,Premium,0,10,690,4,21:39.1,,No,Daily,House,902
1170,29,Female,3064,Single,3,Bachelor's,Self-Employed,12.97784466,Suburban,Premium,1,3,312,6,21:39.2,Good,No,Rarely,Apartment,1255
1171,34,Male,12094,Single,3,Master's,Self-Employed,,Urban,Basic,0,14,811,5,21:39.2,Poor,No,Rarely,Condo,1544
1172,44,Female,7087,Single,2,Bachelor's,Employed,36.68253755,Suburban,Premium,0,8,687,2,21:39.2,Poor,Yes,Rarely,House,661
1173,35,Female,278,Single,3,Bachelor's,Self-Employed,34.72081387,Rural,Premium,1,13,652,7,21:39.3,Good,No,Weekly,Condo,991
1174,36,Female,67219,Married,2,High School,Employed,13.04067569,Rural,Basic,1,15,352,4,21:39.1,Average,Yes,Weekly,House,672
1175,44,Female,51187,Single,2,Bachelor's,Unemployed,45.95847857,Urban,Comprehensive,2,19,734,1,21:39.3,Average,Yes,Monthly,Apartment,1858
1176,47,Male,45148,Divorced,2,High School,Self-Employed,3.565846311,Rural,Comprehensive,0,17,749,9,21:39.2,Good,No,Rarely,Apartment,3234
1177,54,Female,40939,Single,0,PhD,,19.94447489,Suburban,Basic,1,1,645,8,21:39.2,Average,No,Daily,Condo,695
1178,55,Male,7071,Divorced,3,High School,Employed,34.95828696,Rural,Comprehensive,,15,573,2,21:39.2,Poor,Yes,Monthly,House,459
1179,29,Female,58537,Divorced,2,Master's,Self-Employed,10.86788989,Urban,Premium,0,10,420,3,21:39.1,Poor,Yes,Rarely,Apartment,1613
1180,39,Male,64735,Single,1,Bachelor's,Self-Employed,18.50720658,Urban,Basic,2,16,769,6,21:39.3,Average,No,Weekly,Condo,1839
1181,51,Male,28198,Married,3,High School,Self-Employed,21.8924195,Urban,Comprehensive,2,3,779,1,21:39.1,Good,No,Monthly,Apartment,1479
1182,48,Male,26585,Married,4,PhD,,26.93940739,Suburban,Basic,0,6,,2,21:39.2,Poor,Yes,Monthly,Condo,116
1183,23,Male,,Single,1,PhD,,41.75881321,Suburban,Basic,3,6,702,8,21:39.1,Poor,No,Monthly,House,311
1184,24,Female,14077,Single,,High School,Employed,31.82907261,Urban,Comprehensive,2,2,696,9,21:39.2,Good,Yes,Weekly,House,1731
1185,26,Female,31575,Married,2,High School,Unemployed,17.91368359,Urban,Basic,0,4,644,2,21:39.3,Average,No,Weekly,Condo,1783
1186,55,Female,13744,Divorced,,Bachelor's,Unemployed,7.05998008,Urban,Premium,1,5,752,7,21:39.2,Poor,No,Rarely,Apartment,2207
1187,64,Female,89905,Divorced,3,Bachelor's,Employed,41.44382053,Suburban,Premium,,16,497,4,21:39.1,Good,Yes,Monthly,Apartment,3160
1188,29,Male,8791,Married,,Master's,Unemployed,21.44176956,Urban,Comprehensive,0,14,786,7,21:39.1,Good,No,Weekly,House,722
1189,28,Female,11982,Single,4,High School,,36.93635184,Suburban,Premium,1,14,661,6,21:39.2,Average,No,Daily,Condo,2354
1190,25,Male,32430,Single,,High School,Unemployed,29.05532844,Urban,Comprehensive,2,5,410,7,21:39.2,Average,No,Daily,Apartment,1398
1191,31,Male,23984,Single,3,Bachelor's,Self-Employed,31.303674,Suburban,Premium,0,17,583,2,21:39.1,Poor,Yes,Rarely,Condo,901
1192,22,Female,1564,Single,4,PhD,Unemployed,26.07131383,Suburban,Comprehensive,,19,498,1,21:39.2,Good,Yes,Monthly,Condo,2497
1193,61,Male,22106,Single,3,Bachelor's,Unemployed,28.85935675,Suburban,Premium,2,1,533,9,21:39.3,Average,No,Rarely,Condo,573
1194,36,Male,1148,Single,2,PhD,Employed,13.43846577,Urban,Basic,,11,,9,21:39.2,Poor,No,Daily,Condo,39
1195,35,Male,38154,Divorced,4,Master's,Self-Employed,23.86819848,Urban,Basic,,0,707,3,21:39.3,Good,No,Monthly,Apartment,545
1196,47,Male,10182,Divorced,1,High School,Unemployed,17.88572611,Urban,Basic,,14,362,8,21:39.1,Poor,Yes,Daily,Apartment,1163
1197,52,Female,68146,Divorced,4,Bachelor's,,48.4593172,Rural,Basic,,16,,5,21:39.1,,Yes,Rarely,House,36
1198,49,Male,10801,Married,1,Bachelor's,Self-Employed,28.98140364,Rural,Basic,,8,,2,21:39.1,Good,Yes,Weekly,Apartment,1049
1199,43,Female,7072,Single,1,Master's,Employed,50.9731689,Urban,Basic,,17,642,4,21:39.1,Poor,No,Rarely,Condo,642
1200,60,Female,27836,Divorced,,PhD,Employed,29.89511604,Urban,Basic,,12,421,8,21:39.2,,No,Rarely,House,629
1201,55,Male,3129,Married,4,Bachelor's,Self-Employed,28.68276859,Urban,Premium,,1,661,6,21:39.1,Average,No,Monthly,Apartment,2285
1202,64,Male,72825,Single,2,PhD,Self-Employed,43.75390139,Urban,Basic,,4,494,1,21:39.2,Poor,No,Weekly,Apartment,2073
1203,42,Male,4876,Divorced,1,PhD,,29.66188026,Rural,Basic,0,4,492,5,21:39.3,Average,No,Weekly,Condo,1040
1204,31,Male,44025,Divorced,1,Bachelor's,,41.72031485,Suburban,Basic,0,13,782,1,21:39.2,Good,No,Weekly,Apartment,1086
1205,20,Female,35111,Single,1,Bachelor's,Employed,14.59550073,Urban,Comprehensive,,16,494,1,21:39.1,Average,Yes,Daily,House,1187
1206,33,Female,24,Divorced,3,PhD,,24.05876382,Urban,Premium,1,10,,1,21:39.2,Good,No,Weekly,Apartment,1836
1207,32,Female,103037,Single,2,Master's,Employed,,Urban,Premium,1,18,773,8,21:39.2,,Yes,Weekly,House,1263
1208,64,Male,7071,Single,2,PhD,Self-Employed,11.87868681,Rural,Comprehensive,,2,613,9,21:39.2,Average,Yes,Weekly,House,110
1209,36,Female,3918,Married,3,Bachelor's,Self-Employed,35.44157106,Rural,Comprehensive,0,6,572,3,21:39.2,Good,Yes,Monthly,House,349
1210,19,Female,5957,Married,4,Bachelor's,Employed,11.13012995,Rural,Basic,1,10,,9,21:39.1,Good,Yes,Rarely,Apartment,861
1211,19,Female,33191,Single,2,Bachelor's,Employed,58.88603451,Suburban,Premium,0,18,,5,21:39.2,Good,No,Daily,Apartment,2887
1212,53,Female,44700,Single,0,Master's,Employed,,Urban,Premium,1,15,753,8,21:39.1,Poor,Yes,Monthly,Apartment,668
1213,37,Female,28769,Single,1,Master's,Employed,48.08731907,Rural,Basic,0,13,808,4,21:39.1,Good,No,Weekly,Condo,805
1214,62,Female,33443,Married,4,Master's,Self-Employed,34.14583809,Urban,Comprehensive,,11,472,3,21:39.2,Good,No,Daily,House,1494
1215,37,Female,12768,Divorced,1,PhD,Employed,31.35784378,Urban,Premium,,7,538,7,21:39.3,,Yes,Daily,House,711
1216,64,Male,15774,Married,0,Master's,,46.02543626,Suburban,Comprehensive,1,12,691,7,21:39.1,Average,Yes,Monthly,Condo,2122
1217,48,Male,51303,Married,0,High School,Unemployed,39.78777409,Suburban,Comprehensive,2,7,307,6,21:39.3,Average,Yes,Monthly,Condo,944
1218,57,Female,57582,Single,0,Bachelor's,Unemployed,16.96726963,Rural,Comprehensive,2,8,559,1,21:39.2,,No,Daily,Apartment,1054
1219,39,Male,36545,Single,4,Bachelor's,,23.18159664,Rural,Basic,1,17,710,8,21:39.2,Average,Yes,Daily,House,909
1220,50,Male,15893,Single,3,Bachelor's,Employed,5.258865699,Suburban,Basic,1,19,444,3,21:39.1,Average,Yes,Daily,House,1022
1221,39,Female,52507,Divorced,1,PhD,Self-Employed,13.91008219,Rural,Basic,1,15,345,6,21:39.3,Poor,Yes,Daily,House,1359
1222,31,Male,71467,Single,0,High School,Unemployed,24.20690097,Rural,Premium,,19,516,8,21:39.3,Poor,No,Monthly,House,128
1223,62,Female,7984,Divorced,0,High School,,19.82960226,Urban,Comprehensive,0,17,449,8,21:39.2,Poor,Yes,Monthly,Condo,1063
1224,43,Female,8387,Divorced,4,Bachelor's,Self-Employed,8.927997192,Urban,Premium,1,6,823,3,21:39.2,Poor,No,Monthly,Condo,864
1225,44,Female,5963,Single,0,PhD,Unemployed,24.26574537,Suburban,Basic,1,3,723,3,21:39.2,Good,Yes,Daily,House,1033
1226,18,Male,80167,Single,1,PhD,Employed,36.64208058,Suburban,Premium,,16,434,5,21:39.2,Average,No,Monthly,Apartment,467
1227,51,Female,95591,Single,4,Master's,,23.90690171,Rural,Premium,,16,,5,21:39.3,Poor,No,Monthly,Apartment,213
1228,22,Female,43832,Divorced,3,Master's,,10.1679796,Suburban,Basic,2,2,584,8,21:39.3,Average,No,Daily,House,1724
1229,60,Female,43949,Married,4,Bachelor's,Unemployed,45.98674961,Rural,Comprehensive,2,4,590,7,21:39.2,Poor,No,Monthly,House,459
1230,47,Male,27460,Married,0,High School,Employed,19.06700215,Rural,Basic,0,11,683,6,21:39.3,Good,No,Weekly,Apartment,394
1231,43,Female,20659,Divorced,3,Master's,Employed,23.89040272,Suburban,Basic,1,14,489,5,21:39.1,Average,No,Monthly,House,563
1232,27,Male,34484,Single,2,Master's,Employed,19.92369765,Urban,Premium,,19,662,7,21:39.2,Poor,Yes,Monthly,Apartment,749
1233,42,Male,,Divorced,0,Master's,Self-Employed,28.95933319,Suburban,Basic,2,3,559,9,21:39.2,Good,Yes,Weekly,House,29
1234,49,Male,24992,Divorced,1,Master's,Employed,25.75625862,Urban,Basic,2,6,704,5,21:39.2,Good,Yes,Rarely,Condo,1365
1235,48,Female,18367,Divorced,,Bachelor's,Employed,28.79196712,Suburban,Basic,,8,697,9,21:39.2,Poor,No,Rarely,Condo,81
1236,54,Female,1324,Divorced,3,PhD,Unemployed,25.89151535,Rural,Premium,,19,595,5,21:39.2,Poor,No,Daily,Condo,2630
1237,38,Male,6913,Single,,PhD,Employed,28.53414234,Rural,Comprehensive,0,12,403,4,21:39.2,Good,No,Rarely,Condo,687
1238,29,Male,36456,Single,2,PhD,,27.56448954,Suburban,Basic,,2,767,7,21:39.1,Poor,Yes,Daily,Condo,695
1239,45,Male,70909,Single,2,Bachelor's,,,Rural,Comprehensive,2,9,590,8,21:39.1,Poor,Yes,Weekly,House,1871
1240,41,Male,132647,Single,0,Bachelor's,Unemployed,13.73821642,Suburban,Comprehensive,0,14,,6,21:39.2,Average,Yes,Monthly,House,134
1241,24,Female,14081,Single,4,PhD,Employed,22.91836691,Urban,Premium,2,5,577,4,21:39.1,Poor,Yes,Weekly,Apartment,556
1242,41,Male,70875,Single,,Bachelor's,,22.38690075,Rural,Premium,0,5,418,9,21:39.2,,Yes,Rarely,Condo,332
1243,46,Female,26694,Divorced,3,High School,,19.17296298,Urban,Premium,,3,,6,21:39.2,Poor,Yes,Monthly,Apartment,1479
1244,24,Male,10056,Married,0,PhD,,,Suburban,Comprehensive,0,19,731,8,21:39.2,Good,Yes,Weekly,Condo,909
1245,43,Male,5857,Divorced,2,Bachelor's,Unemployed,25.87816482,Urban,Premium,0,17,,8,21:39.2,Average,No,Weekly,Condo,1328
1246,34,Male,35706,Divorced,,Bachelor's,Unemployed,13.76966989,Urban,Comprehensive,,0,646,7,21:39.2,Good,No,Daily,Condo,736
1247,61,Female,10984,Married,1,Master's,Employed,33.07924813,Rural,Premium,1,2,502,4,21:39.2,Average,No,Weekly,Condo,2631
1248,55,Female,29515,Married,1,High School,Employed,24.63915707,Urban,Basic,,16,,6,21:39.1,Average,No,Rarely,Apartment,808
1249,43,Male,16751,Single,3,Master's,,51.67386069,Rural,Premium,2,2,748,6,21:39.2,Average,No,Weekly,Condo,1499
1250,58,Male,2714,Single,3,PhD,,17.37721296,Rural,Premium,,9,,8,21:39.1,Poor,Yes,Rarely,Condo,2249
1251,50,Male,30462,Single,1,High School,,20.63798011,Suburban,Basic,0,16,571,3,21:39.3,Poor,No,Weekly,Condo,573
1252,29,Male,17561,Single,4,High School,Self-Employed,24.77950536,Urban,Premium,1,17,823,4,21:39.2,Good,No,Daily,Condo,2520
1253,32,Female,5019,Married,,Master's,,11.9449378,Rural,Basic,,4,543,9,21:39.1,Average,No,Rarely,House,2724
1254,21,Female,62698,Divorced,0,High School,Unemployed,20.17961936,Rural,Premium,3,16,456,7,21:39.2,Average,Yes,Daily,Condo,1335
1255,29,Male,2079,Single,2,Bachelor's,Employed,15.96460563,Rural,Premium,0,3,,6,21:39.2,,Yes,Rarely,House,1079
1256,61,Male,25249,Divorced,3,High School,Unemployed,5.874994347,Urban,Comprehensive,,10,734,4,21:39.1,Average,Yes,Daily,Condo,1349
1257,48,Female,25861,Married,2,High School,,11.91700835,Rural,Comprehensive,2,2,534,6,21:39.3,Poor,No,Monthly,Condo,1670
1258,59,Male,9766,Divorced,2,Bachelor's,,32.77017388,Rural,Comprehensive,,13,502,7,21:39.1,Good,No,Daily,Condo,998
1259,43,Male,6799,Single,1,High School,Self-Employed,43.16372721,Rural,Premium,1,12,619,5,21:39.2,Good,Yes,Daily,House,3100
1260,36,Female,32005,Married,0,PhD,Unemployed,28.84414018,Urban,Basic,1,19,553,7,21:39.2,Poor,No,Daily,Apartment,3240
1261,31,Female,62474,Single,0,Master's,Self-Employed,51.81358379,Rural,Comprehensive,3,16,575,9,21:39.2,Good,Yes,Rarely,House,773
1262,59,Male,9208,Married,0,PhD,Unemployed,25.36608534,Urban,Comprehensive,1,9,810,2,21:39.2,Average,No,Weekly,Apartment,49
1263,33,Male,13672,Married,1,PhD,Employed,39.03792707,Rural,Basic,0,6,705,7,21:39.1,Poor,No,Weekly,Condo,796
1264,51,Female,91742,Single,0,Master's,Unemployed,35.47114499,Suburban,Comprehensive,1,11,406,1,21:39.2,,No,Rarely,Apartment,1668
1265,21,Male,5855,Married,4,PhD,,27.86544793,Suburban,Premium,1,18,,5,21:39.2,Average,Yes,Daily,Apartment,1149
1266,21,Male,29227,Married,,PhD,,27.09366662,Suburban,Comprehensive,0,19,699,1,21:39.2,Poor,No,Weekly,Condo,775
1267,20,Female,5936,Divorced,3,High School,,16.76959568,Suburban,Comprehensive,1,1,841,7,21:39.2,Good,Yes,Monthly,House,853
1268,30,Male,18861,Single,2,Master's,Employed,36.26894762,Rural,Basic,1,7,522,6,21:39.2,Poor,No,Rarely,House,710
1269,57,Male,11510,Married,3,Master's,,30.78463191,Suburban,Comprehensive,3,10,394,6,21:39.1,Poor,No,Weekly,House,2631
1270,43,Female,2887,Married,1,Bachelor's,,15.93563258,Urban,Basic,0,14,757,8,21:39.2,Average,Yes,Weekly,Apartment,2122
1271,28,Female,3243,Single,0,PhD,,28.38852026,Suburban,Comprehensive,2,3,687,3,21:39.2,,No,Monthly,House,901
1272,48,Male,7983,Married,,PhD,,23.82880068,Suburban,Premium,,17,698,7,21:39.2,Good,Yes,Monthly,Apartment,1269
1273,35,Female,1182,,3,Bachelor's,Self-Employed,17.89534967,Rural,Comprehensive,,15,461,7,21:39.3,Average,Yes,Monthly,Condo,1689
1274,20,Male,,Divorced,2,High School,,12.91960092,Urban,Premium,,5,623,6,21:39.2,Average,Yes,Weekly,House,152
1275,56,Male,97351,Married,4,Bachelor's,Employed,21.38108182,Suburban,Comprehensive,0,0,442,9,21:39.1,Poor,Yes,Monthly,House,1914
1276,50,Female,66358,Single,2,High School,Self-Employed,16.63431014,Urban,Premium,,10,764,4,21:39.2,Poor,Yes,Weekly,Apartment,262
1277,56,Male,59800,Single,,High School,Employed,13.37282494,Suburban,Comprehensive,1,17,446,7,21:39.1,Poor,No,Monthly,Apartment,1219
1278,36,Male,102588,Married,4,Bachelor's,Employed,49.35884057,Suburban,Basic,1,1,466,6,21:39.2,Average,Yes,Monthly,Condo,2677
1279,59,Female,2498,Married,0,Master's,Unemployed,49.87815614,Urban,Basic,,6,495,5,21:39.3,Good,Yes,Weekly,House,1591
1280,,Male,15035,Single,0,Bachelor's,Employed,14.98904429,Suburban,Basic,0,7,795,3,21:39.3,Average,Yes,Monthly,House,1953
1281,24,Female,66723,Divorced,1,High School,,40.12884802,Urban,Comprehensive,0,0,,5,21:39.2,,Yes,Rarely,Apartment,3721
1282,41,Male,41003,Divorced,0,PhD,Employed,22.16484206,Suburban,Comprehensive,1,14,,1,21:39.1,Average,No,Rarely,House,102
1283,43,Female,6201,Divorced,2,High School,Self-Employed,10.04493598,Suburban,Basic,0,0,644,2,21:39.3,,No,Monthly,Condo,143
1284,18,Male,5911,Married,1,Master's,Unemployed,6.879455824,Rural,Premium,,18,689,7,21:39.2,Poor,Yes,Daily,House,3284
1285,32,Female,43834,Married,2,Bachelor's,,38.3837362,Suburban,Basic,2,19,,7,21:39.3,Good,No,Weekly,House,100
1286,52,Male,44674,Single,0,PhD,,40.83418317,Rural,Comprehensive,0,11,332,7,21:39.1,Average,Yes,Monthly,Apartment,1965
1287,45,Male,18379,Divorced,,PhD,Employed,40.79173563,Rural,Comprehensive,2,15,688,4,21:39.2,Good,No,Rarely,Apartment,263
1288,29,Male,54962,Single,3,High School,,9.438470239,Urban,Premium,0,11,301,4,21:39.2,Average,No,Daily,Apartment,713
1289,48,Female,24983,Single,2,Master's,,37.72634031,Suburban,Premium,0,2,444,4,21:39.1,Average,No,Daily,House,1800
1290,49,Female,4739,Single,2,High School,,,Urban,Basic,2,16,565,5,21:39.2,Good,No,Daily,Condo,561
1291,49,Female,,Single,3,High School,,13.54493923,Suburban,Basic,0,1,411,1,21:39.1,Average,Yes,Daily,House,814
1292,45,Female,68972,Married,2,Bachelor's,,45.45994473,Urban,Basic,0,3,376,1,21:39.1,,No,Rarely,Apartment,2174
1293,33,Female,10802,Single,3,High School,Unemployed,31.82755814,Rural,Basic,,3,603,6,21:39.2,Good,Yes,Daily,House,559
1294,39,Female,61564,Single,1,Bachelor's,,29.88184435,Rural,Basic,,2,406,6,21:39.1,Good,No,Monthly,Apartment,1174
1295,54,Male,72285,Single,0,Bachelor's,Employed,21.61569959,Rural,Premium,2,15,657,4,21:39.3,Good,Yes,Weekly,Apartment,1853
1296,33,Female,64594,Married,0,Bachelor's,,,Suburban,Premium,3,11,825,4,21:39.2,Average,No,Weekly,Apartment,1514
1297,51,Male,43362,Married,1,PhD,Self-Employed,6.764678984,Rural,Comprehensive,0,0,,1,21:39.2,Good,No,Rarely,Apartment,562
1298,53,Female,2744,Married,1,Master's,Employed,18.69653271,Urban,Basic,1,17,439,2,21:39.2,Average,No,Monthly,House,476
1299,59,Male,18070,Divorced,1,PhD,,18.99730179,Urban,Comprehensive,0,9,324,1,21:39.1,Poor,No,Weekly,House,514
1300,36,Male,56337,Divorced,0,Bachelor's,Self-Employed,13.41966877,Urban,Comprehensive,,13,835,9,21:39.3,Poor,No,Rarely,House,48
